,City,City Latitude,City Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,"Brasilia, Brazil",-10.3333333,-53.2,Farmacia Primavera Jasmim,-10.194669,-53.36708,Pharmacy
1,"Brasilia, Brazil",-10.3333333,-53.2,chega logo,-10.049761772155762,-53.31989288330078,Stadium
2,"Brasilia, Brazil",-10.3333333,-53.2,Hermoso Compadre,-9.972222,-53.220007,Exhibit
3,"Valparaiso, Chile",-32.5976089,-70.8529753,Helados Olguín,-32.748943745138725,-70.72513985730234,Ice Cream Shop
4,"Valparaiso, Chile",-32.5976089,-70.8529753,Centro Recreacional Palomar Caja Compensación Los Andes,-32.775409162625984,-70.79640085689716,Other Great Outdoors
5,"Valparaiso, Chile",-32.5976089,-70.8529753,Nueva Yi-Fong,-32.75066773688433,-70.72012016178373,Chinese Restaurant
6,"Valparaiso, Chile",-32.5976089,-70.8529753,Viña Errazuriz,-32.79907526047148,-70.82818458447547,Wine Bar
7,"Valparaiso, Chile",-32.5976089,-70.8529753,Manantiales de Panquehue,-32.78302820019656,-70.86106285799553,Campground
8,"Valparaiso, Chile",-32.5976089,-70.8529753,Guruguru,-32.79297080244033,-70.66982165141025,Bakery
9,"Valparaiso, Chile",-32.5976089,-70.8529753,Hotel y Restaurant Reinares,-32.74843200609996,-70.7213387075586,Bed & Breakfast
10,"Valparaiso, Chile",-32.5976089,-70.8529753,Empanadas Sonia La Unica,-32.755183993182314,-70.72424668762547,Latin American Restaurant
11,"Valparaiso, Chile",-32.5976089,-70.8529753,Termas de Jahuel Hotel & Spa,-32.684678360469896,-70.59445521376186,Hot Spring
12,"Valparaiso, Chile",-32.5976089,-70.8529753,Espacio Fitness,-32.751405125472786,-70.69989311236978,Gym / Fitness Center
13,"Valparaiso, Chile",-32.5976089,-70.8529753,Bien Hecho,-32.751110774503,-70.72612510279464,Comfort Food Restaurant
14,"Valparaiso, Chile",-32.5976089,-70.8529753,Gimnasio Atenea Natural Fitness,-32.7511412167258,-70.72068507399874,Gym
15,"Valparaiso, Chile",-32.5976089,-70.8529753,Puro jugo,-32.75495726415454,-70.72547462054207,Juice Bar
16,"Valparaiso, Chile",-32.5976089,-70.8529753,Sandwicheria Black Jack,-32.755415623209124,-70.7245233854152,Hot Dog Joint
17,"Valparaiso, Chile",-32.5976089,-70.8529753,Complejo Massport,-32.821634014875606,-70.62095032585815,Soccer Field
18,"Valparaiso, Chile",-32.5976089,-70.8529753,La estación Restaurant / Museo,-32.789798,-71.189521,Restaurant
19,"Valparaiso, Chile",-32.5976089,-70.8529753,Restaurant La Carreta,-32.754250767468896,-70.72529590455663,Diner
20,"Valparaiso, Chile",-32.5976089,-70.8529753,El Tenedor,-32.79317073616779,-71.16293671745171,Sandwich Place
21,"Valparaiso, Chile",-32.5976089,-70.8529753,Fuente De Soda Scarlett,-32.4496073774857,-71.2318189775289,Sandwich Place
22,"Valparaiso, Chile",-32.5976089,-70.8529753,El Vagón,-32.832805988579906,-70.59925380294581,Pizza Place
23,"Valparaiso, Chile",-32.5976089,-70.8529753,Restaurant Lo Nuestro,-32.787142311063455,-71.19143194692913,Restaurant
24,"Valparaiso, Chile",-32.5976089,-70.8529753,Viña Sanchez De Loria,-32.792141631216076,-70.86888682249736,Wine Bar
25,"Valparaiso, Chile",-32.5976089,-70.8529753,uh-lalá,-32.83160541189362,-70.60291840483033,Breakfast Spot
26,"Valparaiso, Chile",-32.5976089,-70.8529753,Brava Bar,-32.75209106902338,-70.72760623438364,Cocktail Bar
27,"Valparaiso, Chile",-32.5976089,-70.8529753,Entre Parras Restaurant,-32.88317950515788,-70.65993617320113,Restaurant
28,"Valparaiso, Chile",-32.5976089,-70.8529753,Parque Nacional La Campana Entrada Por Ocoa,-32.92757307433994,-71.08556882654815,Trail
29,"Valparaiso, Chile",-32.5976089,-70.8529753,Brambulí,-32.83676128577152,-70.60227937493148,Coffee Shop
30,"Valparaiso, Chile",-32.5976089,-70.8529753,Café La Croix,-32.84804353878215,-71.23289033920612,Coffee Shop
31,"Valparaiso, Chile",-32.5976089,-70.8529753,Inca Hoteles Los Andes,-32.831431921691966,-70.59066903992452,Hotel
32,"Valparaiso, Chile",-32.5976089,-70.8529753,Bendito Sushi,-32.448443,-71.230309,Japanese Restaurant
33,"Valparaiso, Chile",-32.5976089,-70.8529753,Termas El Corazón,-32.79689984199228,-70.54733268512273,Spa
34,"Valparaiso, Chile",-32.5976089,-70.8529753,San Francisco Lodge & Spa,-32.75716787526168,-70.48276334521954,Spa
35,"Valparaiso, Chile",-32.5976089,-70.8529753,San Francisco Lodge & Spa,-32.75710434745728,-70.482759744287,Outdoors & Recreation
36,"Valparaiso, Chile",-32.5976089,-70.8529753,El Huaso Fundío,-32.73236301179623,-71.22683395713601,Southern / Soul Food Restaurant
37,"Valparaiso, Chile",-32.5976089,-70.8529753,Plaza de Armas Cabildo,-32.42684250041645,-71.0673583622819,Plaza
38,"Valparaiso, Chile",-32.5976089,-70.8529753,Restaurante Tata Enrique,-32.790045,-70.583206,Steakhouse
39,"Valparaiso, Chile",-32.5976089,-70.8529753,restaurant tierra norteña,-32.835046,-70.598231,Restaurant
40,"Valparaiso, Chile",-32.5976089,-70.8529753,Dulces Elba,-32.44917338115699,-71.23475665036744,Bakery
41,"Valparaiso, Chile",-32.5976089,-70.8529753,Chincolco,-32.21904105174384,-70.82062900297774,Trail
42,"Valparaiso, Chile",-32.5976089,-70.8529753,La Table de France,-32.83464777766751,-70.55645550193155,French Restaurant
43,"Valparaiso, Chile",-32.5976089,-70.8529753,Club de Cervezas,-32.87973653195814,-71.24414870300006,Bar
44,"Valparaiso, Chile",-32.5976089,-70.8529753,La Pica Los Hornitos,-32.852727310150264,-70.91402654292828,South American Restaurant
45,"Valparaiso, Chile",-32.5976089,-70.8529753,Tetería Colores,-32.88198634045659,-71.24559131618807,Snack Place
46,"Valparaiso, Chile",-32.5976089,-70.8529753,Nuria,-32.87740669653045,-71.24511502967724,Hot Dog Joint
47,"Valparaiso, Chile",-32.5976089,-70.8529753,La Comarca,-32.87921366253274,-71.24551334508315,Brewery
48,"Valparaiso, Chile",-32.5976089,-70.8529753,La Quebrá del Ají,-32.8336619922933,-70.60037970845589,South American Restaurant
49,"Valparaiso, Chile",-32.5976089,-70.8529753,Spa Natura Vitale Hotel del Valle,-32.926549309215225,-70.67921987129856,Spa
50,"Valparaiso, Chile",-32.5976089,-70.8529753,Feria La Calera,-32.78453020375274,-71.21157100994174,Farmers Market
51,"Valparaiso, Chile",-32.5976089,-70.8529753,Restaurant Doña Maria,-33.02198282974514,-70.69408197639231,Restaurant
52,"Valparaiso, Chile",-32.5976089,-70.8529753,Rincon Criollo,-32.22603712673277,-70.84918911540262,Restaurant
53,"Valparaiso, Chile",-32.5976089,-70.8529753,"Taberna ""El Roto Inglés""",-32.878580454967754,-71.24738373472005,Pub
54,"Valparaiso, Chile",-32.5976089,-70.8529753,Gelatería mò,-32.877309,-71.24522,Ice Cream Shop
55,"Valparaiso, Chile",-32.5976089,-70.8529753,El Mesón Peruano,-32.857966038938024,-71.23581495342512,Peruvian Restaurant
56,"Valparaiso, Chile",-32.5976089,-70.8529753,Enjoy Casino Santiago,-32.9268340982737,-70.67994394592856,Casino
57,"Valparaiso, Chile",-32.5976089,-70.8529753,Helados Lihuén,-32.449086969146364,-71.22915172111168,Ice Cream Shop
58,"Valparaiso, Chile",-32.5976089,-70.8529753,Estadio Bicentenario Lucio Fariña Fernández,-32.88745485555632,-71.25182704022973,Soccer Field
59,"Valparaiso, Chile",-32.5976089,-70.8529753,Restaurant El Rincón de Josefina,-32.80695786129788,-71.2211044037366,Cajun / Creole Restaurant
60,"Valparaiso, Chile",-32.5976089,-70.8529753,Sushi Sun,-32.8803978501834,-71.25011078720601,Sushi Restaurant
61,"Valparaiso, Chile",-32.5976089,-70.8529753,Plaza de Armas,-32.87999263201744,-71.24737858772278,Park
62,"Valparaiso, Chile",-32.5976089,-70.8529753,Divino Pecado,-32.88252212510736,-71.24832823778578,Italian Restaurant
63,"Valparaiso, Chile",-32.5976089,-70.8529753,Pacific Fitness,-32.88598327366667,-71.24833103109219,Gym
64,"Valparaiso, Chile",-32.5976089,-70.8529753,SUFU Sushi Fusión Peruana La Cruz,-32.82117505318674,-71.22607139416665,Sushi Restaurant
65,"Valparaiso, Chile",-32.5976089,-70.8529753,Tottus Quillota,-32.896846526215235,-71.24375090123414,Big Box Store
66,"Valparaiso, Chile",-32.5976089,-70.8529753,Café con Leche,-32.88168668003535,-71.24751134995878,Café
67,"Valparaiso, Chile",-32.5976089,-70.8529753,Estadio Marista Quillota,-32.89685988954531,-71.24841045611599,Soccer Stadium
68,"Valparaiso, Chile",-32.5976089,-70.8529753,Monumento Chacabuco,-32.993666454928125,-70.68490482546078,Sculpture Garden
69,"Valparaiso, Chile",-32.5976089,-70.8529753,Bambu sushi bar,-32.879068887529485,-71.24796410893819,Sushi Restaurant
70,"Valparaiso, Chile",-32.5976089,-70.8529753,Cevasco Quillota,-32.8769704163646,-71.24436474610982,Restaurant
71,"Valparaiso, Chile",-32.5976089,-70.8529753,Humberstone Restaurante,-32.844343659736246,-71.23071693124734,South American Restaurant
72,"Valparaiso, Chile",-32.5976089,-70.8529753,La Parrilla,-32.88460441789745,-71.24408744378044,BBQ Joint
73,"Valparaiso, Chile",-32.5976089,-70.8529753,Bar Roto Inglés,-32.87836346654424,-71.24735816264155,Breakfast Spot
74,"Valparaiso, Chile",-32.5976089,-70.8529753,Rancho Doña Maria,-33.02204173425999,-70.6941248123559,Restaurant
75,"Valparaiso, Chile",-32.5976089,-70.8529753,Sport Club,-32.86217808577022,-71.22784069984111,Soccer Field
76,"Valparaiso, Chile",-32.5976089,-70.8529753,Pub 2012,-32.879412676669695,-71.24500868731388,Pub
77,"Valparaiso, Chile",-32.5976089,-70.8529753,Express de Líder,-32.7875722412911,-71.19770682928244,Supermarket
78,"Valparaiso, Chile",-32.5976089,-70.8529753,Mesón la Capilla,-32.85780310177221,-71.25857310889651,Mediterranean Restaurant
79,"Valparaiso, Chile",-32.5976089,-70.8529753,Restaurante Aromas,-32.880328350020264,-71.24390330271258,Seafood Restaurant
80,"Valparaiso, Chile",-32.5976089,-70.8529753,Ruta 60 Internacional,-32.82984261871453,-71.22289822559372,Outdoors & Recreation
81,"Valparaiso, Chile",-32.5976089,-70.8529753,Cine Hoyts,-32.897545,-71.24502,Multiplex
82,"Valparaiso, Chile",-32.5976089,-70.8529753,La Palma,-32.8824799099041,-71.20952654340996,Nightclub
83,"Valparaiso, Chile",-32.5976089,-70.8529753,Nogales,-32.73608285946988,-71.20142209324503,Outdoors & Recreation
84,"Valparaiso, Chile",-32.5976089,-70.8529753,Open Hotel,-32.87750268134571,-71.23522055387558,Hotel
85,"Valparaiso, Chile",-32.5976089,-70.8529753,Parque Aconcagua,-32.877064578307504,-71.26178680853262,Park
86,"Valparaiso, Chile",-32.5976089,-70.8529753,Donde El Buho,-32.87334310582988,-71.24340936176114,Diner
87,"Valparaiso, Chile",-32.5976089,-70.8529753,Aqua Del Valle (Centro Deportivo),-32.867593383212245,-71.2415903447816,Gym / Fitness Center
88,"Valparaiso, Chile",-32.5976089,-70.8529753,Pausa Caffe,-32.8790362099813,-71.24673059640806,Coffee Shop
89,"Valparaiso, Chile",-32.5976089,-70.8529753,Akari Sushi Bar,-32.8793164937367,-71.24455135747002,Bar
90,"Valparaiso, Chile",-32.5976089,-70.8529753,La plaza de La cruz,-32.82796705383401,-71.22712717755468,Park
91,"Valparaiso, Chile",-32.5976089,-70.8529753,Valsof,-32.25203149059402,-70.93404594184959,Restaurant
92,"Valparaiso, Chile",-32.5976089,-70.8529753,Centro Turístico El Edén,-32.88473562409131,-71.25589736628145,Resort
93,"Valparaiso, Chile",-32.5976089,-70.8529753,Del Puente a la Alameda,-32.87923339613375,-71.24561451907059,Latin American Restaurant
94,"Valparaiso, Chile",-32.5976089,-70.8529753,Beit Jala Comida Árabe,-32.8783542293111,-71.24741853888028,Middle Eastern Restaurant
95,"Valparaiso, Chile",-32.5976089,-70.8529753,Club de Tenis Quillota,-32.88545600124293,-71.25082689868485,Tennis Court
96,"Valparaiso, Chile",-32.5976089,-70.8529753,Lider,-32.87440692193796,-71.24190244095696,Supermarket
97,"Valparaiso, Chile",-32.5976089,-70.8529753,Santa Isabel,-32.87595576736332,-71.2343939960421,Grocery Store
98,"Valparaiso, Chile",-32.5976089,-70.8529753,Plaza de Petorca,-32.25176344239041,-70.93125944504887,Plaza
99,"Tokyo, Japan",35.6828387,139.7594549,Tsujihan (つじ半),35.680763,139.771563,Donburi Restaurant
100,"Tokyo, Japan",35.6828387,139.7594549,KITTE Garden (屋上庭園 KITTEガーデン),35.679654,139.765169,Garden
101,"Tokyo, Japan",35.6828387,139.7594549,Aman Tokyo (アマン東京),35.68523599317857,139.76540095569973,Hotel
102,"Tokyo, Japan",35.6828387,139.7594549,Maruka (丸香),35.696692600223635,139.76012103259563,Udon Restaurant
103,"Tokyo, Japan",35.6828387,139.7594549,The Peninsula Tokyo (ザ・ペニンシュラ東京),35.6747238173186,139.76055339728578,Hotel
104,"Tokyo, Japan",35.6828387,139.7594549,"Mandarin Oriental, Tokyo (マンダリンオリエンタル東京)",35.68704746271963,139.77306336164474,Hotel
105,"Tokyo, Japan",35.6828387,139.7594549,Rice Curry Manten (ライスカレーまんてん),35.698213,139.757428,Japanese Curry Restaurant
106,"Tokyo, Japan",35.6828387,139.7594549,Shinshu Osake Mura (信州おさけ村),35.66601174686281,139.75965295942842,Sake Bar
107,"Tokyo, Japan",35.6828387,139.7594549,Kanda Brazil (神田伯剌西爾),35.69582726702768,139.759630061104,Coffee Shop
108,"Tokyo, Japan",35.6828387,139.7594549,Kanda Matsuya (神田まつや),35.696122436509405,139.76877804030664,Soba Restaurant
109,"Tokyo, Japan",35.6828387,139.7594549,Erick South (エリックサウス),35.679474,139.77086,South Indian Restaurant
110,"Tokyo, Japan",35.6828387,139.7594549,Bondy (欧風カレー ボンディ),35.695544,139.757356,Japanese Curry Restaurant
111,"Tokyo, Japan",35.6828387,139.7594549,Elio Locanda Italiana,35.68333290577608,139.74065304710317,Italian Restaurant
112,"Tokyo, Japan",35.6828387,139.7594549,Ginza Kyubey (銀座 久兵衛),35.66837079952032,139.76132422642124,Sushi Restaurant
113,"Tokyo, Japan",35.6828387,139.7594549,Anshin Oyado (安心お宿 秋葉原電気街店),35.69780858554156,139.77078283562665,Bed & Breakfast
114,"Tokyo, Japan",35.6828387,139.7594549,Ramen Jiro (ラーメン二郎 神田神保町店),35.695197885510645,139.76076463713426,Ramen Restaurant
115,"Tokyo, Japan",35.6828387,139.7594549,Bushoya (家系らーめん 武将家),35.700018576076914,139.77199785411358,Ramen Restaurant
116,"Tokyo, Japan",35.6828387,139.7594549,Nishimura (にし邑),35.67064427917019,139.7691863221602,Tonkatsu Restaurant
117,"Tokyo, Japan",35.6828387,139.7594549,Blue Bottle Coffee,35.697105508148965,139.77024738533223,Coffee Shop
118,"Tokyo, Japan",35.6828387,139.7594549,Kanda Myojin Shrine (神田明神),35.70173283297929,139.76771441854848,Shrine
119,"Tokyo, Japan",35.6828387,139.7594549,Main Hall (サントリーホール 大ホール),35.66711140892524,139.7400802373886,Concert Hall
120,"Tokyo, Japan",35.6828387,139.7594549,Hotel Niwa Tokyo (庭のホテル東京),35.70062182679087,139.75666970014572,Hotel
121,"Tokyo, Japan",35.6828387,139.7594549,PauPau Aqua Garden (パウパウアクアガーデン),35.666284,139.76569,Pet Store
122,"Tokyo, Japan",35.6828387,139.7594549,Akizuki Denshi Tsusho (秋月電子通商),35.69941233812948,139.76974583913514,Electronics Store
123,"Tokyo, Japan",35.6828387,139.7594549,Tankiyo (たん清),35.700219549101305,139.77466481061714,BBQ Joint
124,"Tokyo, Japan",35.6828387,139.7594549,Jonro (鐘楼),35.7028356,139.7512007,Chinese Restaurant
125,"Tokyo, Japan",35.6828387,139.7594549,Taiyaki Wakaba (たいやき わかば),35.685969660025044,139.7269189268695,Wagashi Place
126,"Tokyo, Japan",35.6828387,139.7594549,Usagiya (うさぎや),35.70624446186167,139.7722640303171,Wagashi Place
127,"Tokyo, Japan",35.6828387,139.7594549,Namaiki (生粋),35.703619257740954,139.77173046280055,BBQ Joint
128,"Tokyo, Japan",35.6828387,139.7594549,Kaisuian (會水庵),35.67015155154373,139.73441346820957,Kaiseki Restaurant
129,"Tokyo, Japan",35.6828387,139.7594549,21_21 DESIGN SIGHT,35.667514,139.730372,Art Gallery
130,"Tokyo, Japan",35.6828387,139.7594549,Sushi Isshin (鮨 一新),35.67258918945737,139.73939914630728,Sushi Restaurant
131,"Tokyo, Japan",35.6828387,139.7594549,The Ritz-Carlton Tokyo (ザ・リッツ・カールトン東京),35.666327264733084,139.73135774099086,Hotel
132,"Tokyo, Japan",35.6828387,139.7594549,Akiba Fukurou (アキバフクロウ),35.70071628709249,139.77475334149858,Pet Café
133,"Tokyo, Japan",35.6828387,139.7594549,Nagomi (和海),35.665226486077835,139.75604742765427,Japanese Restaurant
134,"Tokyo, Japan",35.6828387,139.7594549,Hamarikyu Gardens (浜離宮恩賜庭園),35.659879,139.763608,Garden
135,"Tokyo, Japan",35.6828387,139.7594549,Ryuho (龍朋),35.704222,139.733523,Chinese Restaurant
136,"Tokyo, Japan",35.6828387,139.7594549,Min Min (珉珉),35.67072698288464,139.72973949751588,Chinese Restaurant
137,"Tokyo, Japan",35.6828387,139.7594549,Tokyo Tower (東京タワー),35.65857854321072,139.74544197320938,Monument / Landmark
138,"Tokyo, Japan",35.6828387,139.7594549,Tokyo Shiba Tofuya Ukai (東京芝 とうふ屋うかい),35.657531,139.745105,Kaiseki Restaurant
139,"Tokyo, Japan",35.6828387,139.7594549,Sky Deck (スカイデッキ),35.66038746580766,139.72944774567048,Roof Deck
140,"Tokyo, Japan",35.6828387,139.7594549,Delhi (デリー),35.70827692861372,139.77126762270927,Indian Restaurant
141,"Tokyo, Japan",35.6828387,139.7594549,Nodaiwa (五代目 野田岩),35.65814149697434,139.74342428147793,Unagi Restaurant
142,"Tokyo, Japan",35.6828387,139.7594549,Edomasa (江戸政),35.69380498129086,139.78754460811615,Sake Bar
143,"Tokyo, Japan",35.6828387,139.7594549,Hinokizaka (ひのきざか),35.66642091536078,139.7309351408776,Kaiseki Restaurant
144,"Tokyo, Japan",35.6828387,139.7594549,Nui. Hostel & Bar Lounge,35.703844,139.793384,Hostel
145,"Tokyo, Japan",35.6828387,139.7594549,Tonkatsu Yamabe (とんかつ山家),35.708662,139.773835,Tonkatsu Restaurant
146,"Tokyo, Japan",35.6828387,139.7594549,The National Art Center (国立新美術館),35.6651327835497,139.72641706466675,Art Museum
147,"Tokyo, Japan",35.6828387,139.7594549,National Museum of Nature and Science (国立科学博物館),35.71589814431419,139.77668333798647,Science Museum
148,"Tokyo, Japan",35.6828387,139.7594549,Ueno Park (上野恩賜公園),35.71467517039568,139.7734871506691,Park
149,"Tokyo, Japan",35.6828387,139.7594549,Butagumi (西麻布 豚組),35.66090031602187,139.72222967229987,Tonkatsu Restaurant
150,"Tokyo, Japan",35.6828387,139.7594549,Shinjuku Gyoen (新宿御苑),35.685267844287104,139.70952773146564,Garden
151,"Tokyo, Japan",35.6828387,139.7594549,Grand Hyatt Tokyo (グランドハイアット東京),35.65975886852117,139.7283536195755,Hotel
152,"Tokyo, Japan",35.6828387,139.7594549,Blue Note Tokyo,35.66115750912481,139.7161341458559,Jazz Club
153,"Tokyo, Japan",35.6828387,139.7594549,Afilia Sherry's (アフィリア・シェリーズ),35.71108886498639,139.77519625102678,Cocktail Bar
154,"Tokyo, Japan",35.6828387,139.7594549,Meiji Jingu Gaien (明治神宮外苑),35.67713452844016,139.71837043762207,Park
155,"Tokyo, Japan",35.6828387,139.7594549,Special Exhibition Gallery (特別展示室),35.719811019240204,139.7756141424179,History Museum
156,"Tokyo, Japan",35.6828387,139.7594549,Nishiazabu Taku (西麻布 拓),35.66122292281708,139.72235015075577,Sushi Restaurant
157,"Tokyo, Japan",35.6828387,139.7594549,Heiseikan (平成館),35.71989513040324,139.77564096450806,History Museum
158,"Tokyo, Japan",35.6828387,139.7594549,Deus Ex Machina,35.671789,139.709681,Coffee Shop
159,"Tokyo, Japan",35.6828387,139.7594549,Chinzanso Garden (椿山荘 庭園),35.71228,139.724604,Garden
160,"Tokyo, Japan",35.6828387,139.7594549,Haginoyu (ひだまりの泉 萩の湯),35.7243235,139.7777277,Bath House
161,"Tokyo, Japan",35.6828387,139.7594549,Tokyo National Museum (東京国立博物館),35.71869088962384,139.77632761001587,History Museum
162,"Tokyo, Japan",35.6828387,139.7594549,Japanese Traditional Garden (新宿御苑 日本庭園),35.68501379524676,139.708471951605,Garden
163,"Tokyo, Japan",35.6828387,139.7594549,Nezu Museum (根津美術館),35.662235,139.717112,Art Museum
164,"Tokyo, Japan",35.6828387,139.7594549,Greenhouse (大温室),35.68676710220692,139.71227693388008,Botanical Garden
165,"Tokyo, Japan",35.6828387,139.7594549,Yoroniku (よろにく),35.660243,139.717598,BBQ Joint
166,"Tokyo, Japan",35.6828387,139.7594549,Senso-ji Temple (浅草寺),35.71466210373382,139.79676067829132,Buddhist Temple
167,"Tokyo, Japan",35.6828387,139.7594549,Hontosaya (本とさや),35.714241,139.792008,BBQ Joint
168,"Tokyo, Japan",35.6828387,139.7594549,Vietnaming (ベトナミング),35.690158567054404,139.70802930109727,Vietnamese Restaurant
169,"Tokyo, Japan",35.6828387,139.7594549,Roast Horse (ローストホース),35.651377387754124,139.72226518545992,BBQ Joint
170,"Tokyo, Japan",35.6828387,139.7594549,Ogasawara Hakushaku-tei (小笠原伯爵邸),35.69875601750001,139.71762906762126,Spanish Restaurant
171,"Tokyo, Japan",35.6828387,139.7594549,Meiji Jingu Shrine (明治神宮),35.67637194402257,139.6993589401245,Shrine
172,"Tokyo, Japan",35.6828387,139.7594549,Himitsudo (ひみつ堂),35.72734571716747,139.76666118416597,Ice Cream Shop
173,"Tokyo, Japan",35.6828387,139.7594549,La Bisboccia (ラ・ビスボッチャ),35.64581375473306,139.72243800759315,Italian Restaurant
174,"Tokyo, Japan",35.6828387,139.7594549,Sahsya Kanetanaka (茶酒 金田中),35.66549931994411,139.71056092727142,Japanese Restaurant
175,"Tokyo, Japan",35.6828387,139.7594549,Barrels of Sake Wrapped in Straw (清酒菰樽),35.673459,139.701939,Historic Site
176,"Tokyo, Japan",35.6828387,139.7594549,Tatsukichi (新宿 立吉),35.69112894491255,139.7050937312771,Kushikatsu Restaurant
177,"Tokyo, Japan",35.6828387,139.7594549,Tokyo Menchintei Honpo (東京麺珍亭本舗),35.70814588720109,139.71742781009812,Ramen Restaurant
178,"Tokyo, Japan",35.6828387,139.7594549,BERG,35.69194488125343,139.70108178284866,Pub
179,"Tokyo, Japan",35.6828387,139.7594549,Suke6 Diner / Manufacture,35.71227306355277,139.79931857193904,Café
180,"Tokyo, Japan",35.6828387,139.7594549,KURAND SAKE MARKET,35.69123,139.70682,Sake Bar
181,"Tokyo, Japan",35.6828387,139.7594549,Ohitsuzen Tanbo (おひつ膳 田んぼ),35.682386,139.699894,Japanese Restaurant
182,"Tokyo, Japan",35.6828387,139.7594549,Bar Trench,35.64845208687351,139.70803705058378,Cocktail Bar
183,"Tokyo, Japan",35.6828387,139.7594549,Anshin Oyado (安心お宿 新宿駅前店),35.68943186067508,139.70270750619082,Bed & Breakfast
184,"Tokyo, Japan",35.6828387,139.7594549,Ta-im,35.6478418549623,139.71759120163878,Israeli Restaurant
185,"Tokyo, Japan",35.6828387,139.7594549,Tokyu Stay Shinjuku (東急ステイ新宿),35.690883307430376,139.70612459275137,Bed & Breakfast
186,"Tokyo, Japan",35.6828387,139.7594549,Tinun (ティーヌン),35.71064367180965,139.71201427280903,Thai Restaurant
187,"Tokyo, Japan",35.6828387,139.7594549,Rikugien Gardens (六義園),35.73313785608805,139.74651217460632,Garden
188,"Tokyo, Japan",35.6828387,139.7594549,Watering Hole,35.685146,139.70341,Beer Bar
189,"Tokyo, Japan",35.6828387,139.7594549,Tokyo Skytree (東京スカイツリー),35.710054,139.81071,Monument / Landmark
190,"Tokyo, Japan",35.6828387,139.7594549,Yoyogi Park (代々木公園),35.67043660939139,139.69567090272903,Park
191,"Tokyo, Japan",35.6828387,139.7594549,Onigiri Bongo (おにぎり ぼんご),35.73308869336374,139.72884442215747,Deli / Bodega
192,"Tokyo, Japan",35.6828387,139.7594549,Shin (慎),35.68648921206117,139.69700127840042,Udon Restaurant
193,"Tokyo, Japan",35.6828387,139.7594549,Udon Yamacho (うどん 山長),35.64829,139.711114,Udon Restaurant
194,"Tokyo, Japan",35.6828387,139.7594549,Tokiwa Shokudo (ときわ食堂),35.73618031466635,139.73407678306103,Japanese Restaurant
195,"Tokyo, Japan",35.6828387,139.7594549,Itasoba Kaoriya (板蕎麦 香り家),35.64569911831459,139.7119438648224,Soba Restaurant
196,"Tokyo, Japan",35.6828387,139.7594549,Gohanya Isshin (ごはんや 一芯),35.647283,139.701699,Japanese Restaurant
197,"Tokyo, Japan",35.6828387,139.7594549,Park Hyatt Tokyo (パークハイアット東京),35.68557476,139.6906391,Hotel
198,"Tokyo, Japan",35.6828387,139.7594549,Tsutaya Books (代官山 蔦屋書店),35.64913,139.69938,Bookstore
199,"Honolulu, United States",21.468151,-157.960511,Town Center of Mililani,21.452573144878528,-158.00612018314487,Shopping Mall
200,"Honolulu, United States",21.468151,-157.960511,Maui Mike's,21.4946396127694,-158.02917388226706,Fried Chicken Joint
201,"Honolulu, United States",21.468151,-157.960511,"Edwin Y. Endo, OD & Associates",21.388463,-157.953207,Doctor's Office
202,"Honolulu, United States",21.468151,-157.960511,USS Arizona Memorial,21.364930087973097,-157.9500076174736,Historic Site
203,"Honolulu, United States",21.468151,-157.960511,Tanioka's Seafood & Catering,21.384435318700245,-158.00119701290134,Seafood Restaurant
204,"Honolulu, United States",21.468151,-157.960511,Honolulu Kitchen,21.383948,-158.002497,Chinese Restaurant
205,"Honolulu, United States",21.468151,-157.960511,Green World Farms,21.513027421485116,-158.04123758028211,Coffee Shop
206,"Honolulu, United States",21.468151,-157.960511,The Alley Restaurant,21.37910802612158,-157.9295496132946,Japanese Restaurant
207,"Honolulu, United States",21.468151,-157.960511,UFC Gym BJ Penn Waikele,21.400104396615454,-158.00226591071913,Gym / Fitness Center
208,"Honolulu, United States",21.468151,-157.960511,USS Missouri Memorial,21.362540519559428,-157.95327578133265,Historic Site
209,"Honolulu, United States",21.468151,-157.960511,Teddy's Bigger Burgers,21.38424430748399,-157.94586915002492,Burger Joint
210,"Honolulu, United States",21.468151,-157.960511,Bath & Body Works,21.385517067215545,-157.94176385291914,Cosmetics Shop
211,"Honolulu, United States",21.468151,-157.960511,Ani's Bake Shop,21.37243831506241,-157.91480226863192,Bakery
212,"Honolulu, United States",21.468151,-157.960511,USS Bowfin Submarine Museum & Park,21.36873827594139,-157.93868963091174,History Museum
213,"Honolulu, United States",21.468151,-157.960511,Diamond Nails,21.344790634235867,-157.91389038034671,Cosmetics Shop
214,"Honolulu, United States",21.468151,-157.960511,Kualoa Ranch,21.52087446403296,-157.83718585968018,Farm
215,"Honolulu, United States",21.468151,-157.960511,Chinaman's Hat - Scenic Viewpoint,21.514276939420302,-157.83700733490127,Scenic Lookout
216,"Honolulu, United States",21.468151,-157.960511,Wilbur & Orville's Wright Bros. Cafe & Grille,21.3333434537157,-157.96824592694125,Burger Joint
217,"Honolulu, United States",21.468151,-157.960511,Kahana Bay,21.55681896341274,-157.87269422050082,Beach
218,"Honolulu, United States",21.468151,-157.960511,Valley of the Temples,21.43299397661545,-157.82879885437674,Cemetery
